# tower_count	lat	lng
2	37.54	126.95
1	37.54	126.96
2	37.54	126.97
3	37.54	127.00
2	37.54	127.03
1	37.55	-122.51
1	37.55	-122.37
4	37.55	-122.31
3	37.55	-122.30
2	37.55	-122.29
1	37.55	-122.06
2	37.55	-122.05
2	37.55	-122.02
6	37.55	-121.99
5	37.55	-121.98
1	37.55	-121.97
1	37.55	-121.94
2	37.55	-121.92
1	37.55	126.60
1	37.55	126.88
1	37.55	126.89
2	37.55	126.91
2	37.55	126.92
1	37.55	126.95
1	37.56	-122.51
2	37.56	-122.39
3	37.56	-122.38
1	37.56	-122.32
3	37.56	-122.31
2	37.56	-122.30
4	37.56	-122.06
5	37.56	-122.05
5	37.56	-122.04
5	37.56	-122.01
3	37.56	-122.00
1	37.56	-121.99
1	37.56	-121.98
1	37.56	-121.96
4	37.56	-121.91
1	37.56	126.63
1	37.56	126.64
1	37.56	126.87
1	37.56	126.90
4	37.57	-122.40
1	37.57	-122.39
4	37.57	-122.33
4	37.57	-122.32
1	37.57	-122.31
1	37.57	-122.06
5	37.57	-122.05
7	37.57	-122.04
8	37.57	-122.01
2	37.57	-122.00
1	37.57	-121.99
1	37.57	-121.97
1	37.57	-121.90
1	37.57	-121.89
1	37.57	126.67
1	37.57	126.69
1	37.57	126.72
1	37.57	126.74
1	37.57	126.84
1	37.57	126.86
2	37.57	126.87
1	37.58	-122.52
2	37.58	-122.41
3	37.58	-122.40
1	37.58	-122.36
1	37.58	-122.35
1	37.58	-122.34
4	37.58	-122.33
1	37.58	-122.32
2	37.58	-122.05
2	37.58	-122.04
3	37.58	-122.03
2	37.58	-122.02
4	37.58	-122.01
1	37.58	-121.99
1	37.58	-121.97
1	37.58	-121.88
1	37.58	-121.87
1	37.58	-89.01
1	37.58	126.78
1	37.58	126.82
1	37.58	126.84
1	37.58	126.85
1	37.59	-122.50
2	37.59	-122.42
2	37.59	-122.41
1	37.59	-122.38
1	37.59	-122.37
3	37.59	-122.36
1	37.59	-122.35
2	37.59	-122.34
1	37.59	-122.06
1	37.59	-122.05
1	37.59	-122.04
5	37.59	-122.02
1	37.59	-121.95
1	37.59	-121.90
1	37.59	-121.87
1	37.59	126.84
1	37.60	-122.50
2	37.60	-122.43
1	37.60	-122.42
1	37.60	-122.39
2	37.60	-122.38
1	37.60	-122.37
3	37.60	-122.06
1	37.60	-121.85
1	37.61	-122.49
3	37.61	-122.43
1	37.61	-122.42
1	37.61	-122.41
1	37.61	-122.40
4	37.61	-122.39
3	37.61	-122.38
1	37.61	-122.07
1	37.61	-121.87
1	37.61	126.80
1	37.61	126.82
1	37.62	-122.49
1	37.62	-122.43
1	37.62	-122.42
2	37.62	-122.41
3	37.62	-122.40
13	37.62	-122.39
1	37.62	-122.38
1	37.62	-122.24
2	37.62	-122.08
1	37.62	-122.04
2	37.62	-121.88
2	37.62	-121.75
1	37.62	126.79
1	37.63	-122.49
1	37.63	-122.44
1	37.63	-122.43
1	37.63	-122.42
2	37.63	-122.41
4	37.63	-122.40
2	37.63	-122.08
1	37.63	-122.05
2	37.63	-121.75
1	37.63	126.77
1	37.64	-122.49
2	37.64	-122.45
4	37.64	-122.44
3	37.64	-122.41
3	37.64	-122.40
2	37.64	-122.09
1	37.64	-122.07
1	37.64	-122.06
1	37.64	-121.88
1	37.64	-121.78
2	37.64	-121.75
1	37.64	126.76
1	37.65	-122.49
1	37.65	-122.46
3	37.65	-122.45
3	37.65	-122.41
1	37.65	-122.10
1	37.65	-122.07
1	37.65	-121.89
1	37.65	-88.98
1	37.65	126.73
1	37.66	-122.49
1	37.66	-122.47
3	37.66	-122.46
3	37.66	-122.40
1	37.66	-122.11
1	37.66	-122.08
1	37.66	-121.91
1	37.66	-121.90
1	37.67	-122.49
4	37.67	-122.47
2	37.67	-122.39
1	37.67	-122.16
3	37.67	-122.11
2	37.67	-122.09
1	37.67	-121.72
2	37.68	-122.49
4	37.68	-122.47
2	37.68	-122.39
1	37.68	-122.27
2	37.68	-122.13
2	37.68	-122.12
1	37.68	-122.10
2	37.68	-121.91
1	37.68	-121.85
1	37.69	-122.48
4	37.69	-122.47
2	37.69	-122.39
1	37.69	-122.14
1	37.69	-122.13
1	37.69	-122.11
1	37.69	-122.09
1	37.69	-122.08
1	37.69	-121.92
1	37.69	126.68
1	37.70	-122.50
1	37.70	-122.48
3	37.70	-122.40
1	37.70	-122.39
1	37.70	-122.16
2	37.70	-122.15
2	37.70	-122.13
1	37.70	-122.10
3	37.70	-122.07
1	37.70	-121.92
1	37.70	-121.91
1	37.70	-121.89
1	37.70	-121.76
1	37.70	-121.74
1	37.70	-88.96
4	37.71	-122.47
2	37.71	-122.46
3	37.71	-122.45
2	37.71	-122.40
2	37.71	-122.39
1	37.71	-122.17
1	37.71	-122.15
1	37.71	-122.12
1	37.71	-122.07
1	37.71	-121.93
1	37.71	-121.72
1	37.71	-88.96
1	37.71	126.68
2	37.72	-122.50
1	37.72	-122.49
2	37.72	-122.47
3	37.72	-122.45
5	37.72	-122.40
2	37.72	-122.18
1	37.72	-122.17
1	37.72	-122.16
1	37.72	-122.14
1	37.72	-121.94
1	37.72	-121.71
1	37.72	-121.65
1	37.72	-119.65
1	37.72	-88.96
1	37.73	-122.51
1	37.73	-122.50
1	37.73	-122.48
6	37.73	-122.47
1	37.73	-122.45
3	37.73	-122.44
2	37.73	-122.43
2	37.73	-122.42
1	37.73	-122.41
3	37.73	-122.40
1	37.73	-122.18
4	37.73	-122.10
1	37.73	-121.64
1	37.73	-121.63
1	37.74	-122.51
1	37.74	-122.49
5	37.74	-122.48
1	37.74	-122.42
3	37.74	-122.41
3	37.74	-122.40
5	37.74	-122.39
2	37.74	-122.11
4	37.74	-122.10
1	37.74	-122.09
1	37.74	-121.60
1	37.74	-121.56
1	37.74	-121.54
1	37.74	-121.52
1	37.74	-121.49
1	37.74	126.69
3	37.75	-122.48
1	37.75	-122.46
2	37.75	-122.45
3	37.75	-122.43
3	37.75	-122.42
1	37.75	-122.41
3	37.75	-122.40
4	37.75	-122.39
4	37.75	-122.25
4	37.75	-122.20
1	37.75	-122.19
1	37.75	-122.15
2	37.75	-122.10
1	37.75	-121.96
1	37.75	-88.95
3	37.76	-122.51
1	37.76	-122.48
2	37.76	-122.44
2	37.76	-122.43
3	37.76	-122.42
6	37.76	-122.41
3	37.76	-122.40
3	37.76	-122.39
1	37.76	-122.25
2	37.76	-122.21
2	37.76	-121.96
1	37.76	-121.46
1	37.76	-121.44
1	37.76	126.69
2	37.77	-122.51
3	37.77	-122.50
2	37.77	-122.48
3	37.77	-122.47
2	37.77	-122.46
2	37.77	-122.45
1	37.77	-122.44
4	37.77	-122.43
9	37.77	-122.42
14	37.77	-122.41
9	37.77	-122.40
3	37.77	-122.39
3	37.77	-122.24
1	37.77	-122.22
2	37.77	-121.97
1	37.77	-121.40
1	37.77	-121.35
1	37.77	-120.82
1	37.78	-122.50
3	37.78	-122.49
2	37.78	-122.48
3	37.78	-122.47
1	37.78	-122.46
2	37.78	-122.45
4	37.78	-122.44
4	37.78	-122.43
16	37.78	-122.42
22	37.78	-122.41
29	37.78	-122.40
17	37.78	-122.39
2	37.78	-122.24
1	37.78	-122.23
1	37.78	-122.17
1	37.78	-121.97
1	37.78	-121.32
1	37.78	-121.21
1	37.78	-120.86
1	37.78	-88.95
1	37.79	-122.46
1	37.79	-122.45
1	37.79	-122.44
3	37.79	-122.43
12	37.79	-122.42
21	37.79	-122.41
13	37.79	-122.40
7	37.79	-122.39
1	37.79	-122.38
1	37.79	-122.25
3	37.79	-122.24
1	37.79	-122.20
1	37.79	-121.98
1	37.79	-121.27
2	37.79	-121.19
1	37.79	-120.98
1	37.79	-120.95
1	37.79	-120.89
1	37.79	126.68
1	37.80	-122.47
3	37.80	-122.45
3	37.80	-122.44
2	37.80	-122.43
7	37.80	-122.42
18	37.80	-122.41
6	37.80	-122.40
3	37.80	-122.39
2	37.80	-122.38
1	37.80	-122.36
1	37.80	-122.27
1	37.80	-122.26
1	37.80	-122.25
1	37.80	-122.21
1	37.80	-121.99
1	37.80	-121.16
1	37.80	-121.12
1	37.80	-121.07
1	37.80	-121.02
1	37.80	-121.00
1	37.81	-122.48
1	37.81	-122.44
6	37.81	-122.42
7	37.81	-122.41
1	37.81	-122.28
2	37.81	-122.27
1	37.81	-122.26
1	37.81	-122.24
1	37.81	-120.67
1	37.82	-122.48
1	37.82	-122.46
1	37.82	-122.45
1	37.82	-122.44
1	37.82	-122.32
2	37.82	-122.31
1	37.82	-122.30
1	37.82	-122.27
1	37.82	-122.26
2	37.82	-121.99
1	37.82	-120.33
1	37.82	126.70
1	37.83	-122.46
1	37.83	-122.45
1	37.83	-122.31
2	37.83	-122.00
1	37.83	-120.63
1	37.84	-122.47
2	37.84	-122.46
1	37.84	-122.44
2	37.84	-122.30
1	37.84	-122.27
1	37.84	-122.02
1	37.84	126.73
6	37.85	-122.47
1	37.85	-122.30
1	37.85	-122.25
1	37.85	-122.03
1	37.85	-120.38
1	37.86	-122.53
1	37.86	-122.51
1	37.86	-122.50
4	37.86	-122.49
1	37.86	-122.48
1	37.86	-122.47
1	37.86	-122.46
2	37.86	-122.30
1	37.86	-122.25
2	37.86	-122.03
1	37.86	126.76
1	37.87	-122.29
5	37.87	-122.27
3	37.87	-122.25
1	37.87	-120.53
1	37.87	-88.94
1	37.88	-122.51
1	37.88	-122.27
3	37.88	-122.05
1	37.88	-120.50
1	37.88	-120.47
1	37.88	-88.94
1	37.88	126.74
1	37.89	-122.56
1	37.89	-122.55
1	37.89	-122.31
1	37.89	-122.06
1	37.89	-120.52
1	37.90	126.75
1	37.91	-122.57
1	37.91	-122.56
1	37.91	-122.55
1	37.91	-122.31
1	37.91	-122.07
1	37.91	-120.47
1	37.91	-88.95
2	37.91	126.70
1	37.91	126.71
3	37.92	-122.58
1	37.92	-122.32
2	37.92	-122.06
1	37.92	126.73
1	37.93	-122.59
8	37.93	-122.58
2	37.93	-122.57
1	37.94	-122.33
1	37.94	-122.06
1	37.95	-122.06
1	37.95	-88.94
1	37.96	-122.58
2	37.96	-122.05
1	37.96	-88.94
1	37.97	-122.32
1	37.97	-122.06
3	37.97	-122.03
1	37.98	-122.05
1	37.99	-122.57
2	37.99	-122.07
1	38.00	-122.07
1	38.00	-88.93
1	38.01	-122.09
1	38.02	-122.27
1	38.02	-88.93
1	38.03	-122.25
1	38.03	-122.11
1	38.04	-122.12
1	38.05	-122.23
1	38.05	-88.92
1	38.07	-122.23
2	38.07	-122.12
1	38.10	-122.11
1	38.10	-122.10
1	38.11	-122.23
1	38.11	-88.91
2	38.12	-122.11
1	38.13	-122.23
1	38.15	-88.91
1	38.16	-122.21
2	38.18	-122.13
1	38.19	-122.17
1	38.19	-122.14
1	38.20	-88.91
1	38.21	-122.15
2	38.21	-122.14
1	38.22	-122.14
2	38.22	-122.13
3	38.23	-122.11
1	38.24	-122.10
1	38.24	-122.08
1	38.24	-88.92
2	38.25	-122.08
2	38.26	-122.06
2	38.27	-122.05
3	38.28	-122.04
1	38.28	-88.94
2	38.30	-122.03
1	38.31	-122.03
1	38.31	-88.93
2	38.31	-88.92
1	38.32	-122.03
1	38.33	-88.95
1	38.34	-122.02
1	38.34	-122.00
1	38.35	-121.99
1	38.35	-121.98
2	38.36	-121.97
1	38.37	-121.95
1	38.38	-121.94
1	38.39	-88.95
1	38.40	-121.95
1	38.40	-121.92
1	38.41	-121.94
1	38.43	-121.88
1	38.43	-88.95
1	38.46	-121.84
1	38.47	-121.94
1	38.47	-88.96
1	38.50	-121.80
1	38.50	-88.96
1	38.51	-121.95
2	38.51	-121.78
1	38.53	-121.95
1	38.53	-121.76
1	38.53	-121.74
1	38.54	-121.74
1	38.55	-121.73
1	38.55	-121.72
1	38.55	-121.70
1	38.55	-121.69
1	38.55	-121.42
1	38.55	-121.41
1	38.56	-121.95
1	38.56	-121.67
2	38.56	-121.66
1	38.56	-121.65
1	38.56	-121.49
1	38.56	-121.48
1	38.56	-121.46
1	38.56	-121.45
1	38.56	-121.40
1	38.56	-121.39
2	38.56	-121.38
2	38.56	-121.37
1	38.56	-121.36
1	38.56	-121.35
1	38.56	-88.96
1	38.57	-121.63
2	38.57	-121.61
1	38.57	-121.59
1	38.57	-121.51
1	38.57	-121.34
1	38.57	-121.33
1	38.57	-121.32
1	38.58	-121.57
1	38.58	-121.54
1	38.58	-121.53
2	38.58	-121.51
1	38.59	-121.29
1	38.59	-88.97
1	38.60	-88.97
1	38.61	-121.95
1	38.61	-121.27
2	38.62	-121.25
1	38.63	-121.22
2	38.64	-121.20
1	38.64	-121.18
1	38.64	-121.15
1	38.64	-121.13
2	38.64	-121.10
1	38.65	-121.06
1	38.66	-121.05
1	38.66	-121.02
2	38.66	-121.00
1	38.66	-120.98
1	38.66	-120.96
1	38.66	-120.95
2	38.66	-88.97
2	38.67	-120.92
1	38.69	-120.90
1	38.69	-120.89
1	38.70	-120.87
1	38.70	-88.96
1	38.71	-121.96
1	38.72	-121.95
2	38.72	-120.83
1	38.73	-120.81
2	38.73	-120.79
1	38.73	-120.75
1	38.73	-120.73
1	38.73	-88.92
1	38.74	-121.95
1	38.74	-120.70
1	38.74	-120.69
1	38.74	-120.66
1	38.74	-120.65
1	38.74	-120.63
1	38.75	-120.60
1	38.75	-88.90
1	38.76	-120.59
1	38.76	-120.54
1	38.77	-120.49
1	38.77	-120.46
1	38.77	-120.44
1	38.77	-120.39
2	38.77	-120.32
1	38.77	-88.89
1	38.78	-120.26
1	38.78	-88.86
1	38.80	-120.11
1	38.81	-120.13
1	38.81	-120.10
1	38.81	-120.09
1	38.81	-88.82
1	38.82	-88.81
1	38.83	-121.94
1	38.84	-120.04
1	38.85	-120.02
1	38.85	-77.36
1	38.86	-121.95
1	38.86	-77.37
1	38.86	-77.36
1	38.86	-77.34
1	38.87	-120.02
1	38.87	-120.01
1	38.87	-77.36
2	38.87	-77.33
1	38.87	-77.31
1	38.88	-77.31
1	38.88	-77.30
1	38.88	-77.28
1	38.88	-77.27
1	38.88	-77.11
1	38.89	-121.98
1	38.89	-120.00
1	38.89	-77.38
2	38.91	-120.00
1	38.91	-77.42
1	38.91	-77.41
3	38.91	-77.40
1	38.92	-120.01
1	38.92	-120.00
2	38.92	-119.99
1	38.92	-77.40
1	38.93	-122.00
1	38.93	-120.04
2	38.93	-119.98
1	38.93	-75.43
1	38.94	-120.06
1	38.94	-120.02
2	38.94	-119.98
1	38.94	-88.65
1	38.94	-77.38
1	38.94	-77.29
1	38.94	-75.46
1	38.94	-75.43
1	38.95	-120.06
1	38.95	-77.45
3	38.96	-120.01
1	38.96	-119.94
1	38.96	-119.93
2	38.97	-119.93
1	38.97	-88.62
1	38.97	-75.49
1	38.97	-75.44
1	38.98	-119.96
1	39.00	-120.03
1	39.00	-75.52
1	39.00	-75.46
1	39.01	-122.05
1	39.01	-119.95
1	39.01	-88.61
1	39.01	-75.57
1	39.02	-75.55
1	39.03	-120.13
1	39.03	-120.04
1	39.03	-120.00
1	39.03	-88.59
1	39.04	-76.38
1	39.05	-76.38
1	39.06	-120.03
1	39.06	-119.94
1	39.06	-75.56
1	39.06	-75.46
1	39.07	-122.09
1	39.07	-120.03
2	39.08	-119.94
1	39.08	-88.58
1	39.08	-76.39
1	39.09	-120.15
1	39.09	-120.05
1	39.09	-120.01
1	39.09	-76.40
1	39.09	-75.55
1	39.10	-88.57
1	39.10	-76.39
1	39.11	-119.91
1	39.11	-88.57
1	39.11	-75.46
1	39.12	-76.40
1	39.12	-75.53
1	39.13	-88.56
1	39.14	-120.16
1	39.14	-120.01
1	39.14	-75.53
1	39.15	-119.99
1	39.15	-88.52
1	39.15	-75.50
1	39.16	-120.15
1	39.16	-120.03
1	39.16	-119.93
2	39.16	-75.54
2	39.16	-75.53
1	39.16	-75.52
1	39.17	-120.14
1	39.17	-76.44
1	39.18	-122.16
1	39.18	-120.00
1	39.18	-88.51
1	39.18	-88.50
1	39.18	-76.46
1	39.19	-119.93
1	39.19	-76.48
2	39.20	-119.93
1	39.20	-76.51
1	39.20	-76.49
1	39.20	-76.42
1	39.20	-75.53
1	39.21	-119.98
2	39.21	-76.52
1	39.21	-75.55
1	39.22	-120.08
1	39.22	-120.05
1	39.22	-88.49
1	39.22	-76.54
1	39.22	-76.53
1	39.22	-76.39
1	39.23	-120.08
1	39.23	-76.55
1	39.23	-76.54
1	39.23	-75.58
2	39.24	-120.03
1	39.24	-120.02
1	39.24	-119.98
1	39.24	-119.97
1	39.24	-119.93
1	39.24	-76.56
1	39.24	-76.55
1	39.25	-122.18
1	39.25	-76.57
1	39.25	-76.33
1	39.26	-88.48
1	39.26	-76.57
1	39.26	-76.32
1	39.27	-76.58
2	39.27	-76.30
1	39.27	-76.29
2	39.28	-76.61
4	39.28	-76.60
2	39.28	-76.59
2	39.28	-76.28
1	39.28	-75.59
1	39.29	-88.46
1	39.30	-122.19
1	39.30	-76.27
2	39.31	-76.24
1	39.31	-75.60
1	39.32	-76.53
1	39.32	-76.22
3	39.33	-119.89
1	39.33	-88.43
1	39.34	-122.19
2	39.34	-119.87
2	39.34	-119.86
1	39.34	-76.51
1	39.34	-76.20
1	39.35	-76.19
1	39.36	-76.48
1	39.36	-76.18
1	39.36	-75.65
1	39.37	-76.45
1	39.38	-88.41
1	39.39	-122.19
1	39.41	-88.39
1	39.41	-76.10
1	39.41	-75.66
1	39.42	-119.75
1	39.42	-76.40
2	39.42	-76.07
1	39.44	-119.76
2	39.44	-88.36
1	39.44	-76.37
1	39.44	-76.05
1	39.45	-119.77
1	39.45	-76.33
1	39.45	-76.05
1	39.45	-74.76
1	39.46	-119.78
1	39.46	-76.29
1	39.46	-75.74
1	39.46	-75.73
1	39.46	-75.66
1	39.47	-122.20
1	39.47	-119.79
3	39.47	-106.05
1	39.47	-88.32
1	39.47	-74.81
1	39.48	-122.20
1	39.48	-76.26
3	39.49	-119.79
1	39.49	-75.65
1	39.49	-74.86
1	39.50	-106.05
1	39.50	-88.32
1	39.50	-76.23
1	39.50	-75.73
1	39.50	-75.71
1	39.50	-75.65
1	39.51	-76.05
1	39.51	-76.04
1	39.51	-74.92
1	39.52	-88.31
1	39.52	-76.20
1	39.52	-75.99
1	39.52	-75.65
1	39.53	-119.75
1	39.53	-106.05
1	39.53	-76.03
1	39.53	-75.98
1	39.53	-75.65
1	39.53	-74.95
1	39.54	-122.21
1	39.55	-88.31
1	39.55	-76.10
2	39.56	-106.05
1	39.56	-76.12
1	39.56	-75.97
1	39.56	-75.66
1	39.56	-75.02
1	39.57	-106.09
2	39.57	-76.14
1	39.57	-75.95
1	39.58	-106.06
1	39.58	-76.11
1	39.59	-119.43
1	39.59	-106.09
1	39.59	-76.00
1	39.59	-75.94
1	39.60	-106.09
1	39.60	-88.30
1	39.60	-75.96
1	39.60	-75.84
1	39.60	-75.83
1	39.60	-75.82
2	39.60	-75.80
1	39.60	-75.76
1	39.60	-75.75
1	39.60	-75.66
1	39.60	-75.65
1	39.61	-76.00
1	39.61	-75.93
1	39.61	-75.88
1	39.61	-75.84
1	39.61	-75.78
1	39.61	-75.74
1	39.61	-75.73
1	39.61	-75.71
1	39.62	-75.69
2	39.62	-75.64
1	39.62	-75.09
1	39.63	-122.21
1	39.63	-106.06
1	39.63	-75.96
1	39.63	-75.67
1	39.64	-75.92
1	39.64	-75.88
2	39.64	-75.65
1	39.64	-75.63
1	39.65	-106.01
1	39.65	-88.29
1	39.65	-75.73
2	39.65	-75.62
1	39.65	-75.11
1	39.66	-75.78
2	39.66	-75.77
1	39.66	-75.75
1	39.66	-75.61
1	39.66	-75.57
1	39.67	-105.96
1	39.67	-75.68
3	39.67	-75.60
2	39.67	-75.58
1	39.67	-75.13
1	39.68	-82.64
1	39.68	-75.59
2	39.69	-75.65
1	39.69	-75.59
1	39.70	-122.21
1	39.70	-105.87
1	39.70	-105.86
1	39.70	-105.81
1	39.70	-105.77
2	39.70	-105.24
1	39.70	-105.21
2	39.70	-75.61
1	39.70	-75.14
1	39.71	-105.70
1	39.71	-105.35
1	39.71	-105.32
1	39.71	-105.30
1	39.71	-105.28
1	39.71	-88.29
1	39.71	-75.60
1	39.71	-75.58
1	39.71	-75.56
1	39.71	-75.55
1	39.72	-82.67
1	39.72	-75.17
1	39.73	-105.69
1	39.73	-105.42
1	39.73	-105.17
1	39.73	-75.54
1	39.73	-75.53
1	39.73	-75.52
1	39.74	-105.52
1	39.74	-82.68
2	39.74	-75.55
1	39.74	-75.52
1	39.75	-105.66
1	39.75	-105.51
1	39.75	-88.28
1	39.75	-75.55
1	39.75	-75.51
1	39.75	-75.24
1	39.76	-82.69
1	39.76	-75.55
3	39.76	-75.49
1	39.76	-75.29
1	39.76	-75.26
1	39.77	-122.20
1	39.77	-105.62
1	39.77	-104.82
2	39.77	-104.80
1	39.77	-75.55
1	39.77	-75.48
1	39.77	-75.34
1	39.78	-105.14
1	39.78	-105.11
1	39.78	-105.06
2	39.78	-105.02
1	39.78	-104.95
1	39.78	-104.94
1	39.78	-104.90
1	39.78	-104.87
1	39.78	-86.16
1	39.78	-86.15
1	39.78	-75.56
1	39.78	-75.55
1	39.79	-104.79
2	39.79	-86.17
1	39.79	-86.13
1	39.79	-75.55
1	39.79	-75.47
2	39.79	116.52
1	39.80	-104.79
1	39.80	-88.27
1	39.80	-86.09
1	39.80	-86.04
1	39.80	-86.02
1	39.80	-85.98
1	39.80	-82.71
1	39.80	-75.55
2	39.80	-75.45
2	39.81	-86.17
1	39.81	-86.07
1	39.81	-85.96
1	39.81	-85.77
2	39.81	-75.55
1	39.81	116.49
1	39.82	-122.20
1	39.82	-86.21
1	39.82	-86.19
1	39.82	-85.91
1	39.82	-85.90
1	39.82	-85.86
1	39.82	-85.85
1	39.82	-85.82
1	39.82	-85.79
1	39.82	-85.76
1	39.82	-85.72
2	39.82	-75.45
1	39.82	-75.44
1	39.82	-75.37
1	39.82	116.48
1	39.83	-104.78
1	39.83	-104.75
1	39.83	-104.68
1	39.83	-86.24
1	39.83	-85.67
1	39.83	-85.66
1	39.83	-85.59
1	39.83	-85.58
1	39.83	-84.82
1	39.83	-84.79
1	39.83	-84.75
1	39.83	-75.55
1	39.83	116.29
1	39.83	116.30
1	39.83	116.32
1	39.84	-122.20
1	39.84	-104.70
1	39.84	-104.69
1	39.84	-86.25
1	39.84	-85.53
1	39.84	-84.68
1	39.84	-84.61
1	39.84	-84.58
1	39.84	-84.57
1	39.84	-84.53
1	39.84	-84.48
1	39.84	-84.45
1	39.84	-84.43
2	39.84	-75.54
3	39.84	-75.42
2	39.84	-75.41
1	39.84	-75.40
1	39.84	116.47
1	39.85	-104.67
1	39.85	-86.27
1	39.85	-85.48
1	39.85	-85.43
1	39.85	-85.38
1	39.85	-85.32
1	39.85	-85.29
1	39.85	-85.25
1	39.85	-85.20
1	39.85	-85.15
1	39.85	-85.10
1	39.85	-85.07
1	39.85	-84.84
1	39.85	-84.42
1	39.85	-84.40
1	39.85	-84.35
1	39.85	-84.34
1	39.85	-82.80
1	39.85	-75.45
1	39.85	-75.44
2	39.85	-75.38
1	39.86	-122.20
1	39.86	-85.05
1	39.86	-85.01
1	39.86	-84.99
1	39.86	-84.95
1	39.86	-84.85
1	39.86	-84.40
1	39.86	-84.33
1	39.86	-84.30
1	39.86	-84.29
1	39.86	-84.25
2	39.86	-82.84
2	39.86	-75.36
1	39.87	-86.28
1	39.87	-84.94
1	39.87	-84.92
1	39.87	-84.90
1	39.87	-84.87
1	39.87	-84.20
1	39.87	-84.15
1	39.87	-84.12
1	39.87	-84.11
1	39.87	-84.08
1	39.87	-84.05
1	39.87	-84.00
1	39.87	-82.97
1	39.87	-82.94
1	39.87	-82.86
1	39.87	-75.54
3	39.87	-75.35
1	39.88	-88.28
1	39.88	-86.29
1	39.88	-83.95
1	39.88	-83.01
1	39.88	-82.92
1	39.88	-82.87
1	39.88	-75.55
2	39.88	-75.54
1	39.88	-75.53
1	39.88	-75.35
1	39.88	116.27
1	39.89	-122.20
1	39.89	-83.92
1	39.89	-83.89
1	39.89	-83.83
1	39.89	-83.79
1	39.89	-83.77
1	39.89	-83.75
1	39.89	-83.73
1	39.89	-83.04
1	39.89	-82.91
1	39.89	-82.89
1	39.89	-75.56
1	39.89	-75.36
1	39.89	-75.35
1	39.89	116.27
1	39.90	-86.31
1	39.90	-83.86
1	39.90	-83.06
1	39.90	-82.90
1	39.90	-75.36
1	39.90	-75.17
1	39.90	-75.16
1	39.90	-75.15
1	39.90	116.27
1	39.91	-83.10
1	39.91	-83.08
1	39.91	-75.57
1	39.91	-75.36
1	39.91	116.27
1	39.92	-86.33
1	39.92	-83.68
1	39.92	-83.12
1	39.92	-83.11
1	39.92	-75.57
1	39.92	-75.36
1	39.92	-75.15
1	39.93	-83.67
1	39.93	-83.64
1	39.93	-83.63
1	39.93	-83.12
1	39.93	-75.58
1	39.93	-75.36
1	39.93	116.27
1	39.94	-86.35
1	39.94	-83.59
1	39.94	-83.53
1	39.94	-83.52
1	39.94	-83.45
1	39.94	-75.59
1	39.94	-75.36
1	39.94	-75.35
4	39.94	116.27
2	39.95	-122.20
1	39.95	-88.30
1	39.95	-83.46
1	39.95	-83.42
1	39.95	-83.12
1	39.95	-75.34
1	39.95	-75.16
1	39.95	-75.14
2	39.95	116.27
1	39.95	116.37
1	39.96	-86.37
1	39.96	-83.12
1	39.96	-75.34
1	39.96	-75.33
1	39.96	-75.18
1	39.96	-75.17
6	39.96	116.27
1	39.96	116.37
1	39.97	-88.30
1	39.97	-83.28
1	39.97	-83.12
2	39.97	-75.34
1	39.97	-75.19
1	39.97	116.46
1	39.98	-86.39
1	39.98	-83.19
1	39.98	-83.17
1	39.98	-83.14
1	39.98	-75.59
1	39.98	-75.34
1	39.98	116.37
1	39.98	116.45
1	39.99	-75.34
1	39.99	-75.19
4	39.99	116.37
1	39.99	116.40
1	39.99	116.43
1	40.00	-75.35
2	40.01	-75.62
1	40.01	-75.61
1	40.01	-75.60
1	40.01	-75.58
1	40.01	-75.35
3	40.01	-75.20
2	40.01	116.36
1	40.02	-86.45
2	40.02	-75.63
1	40.02	-75.62
3	40.02	-75.61
1	40.02	-75.36
3	40.02	116.35
1	40.02	116.53
2	40.03	-75.63
1	40.03	-75.61
1	40.03	-75.60
2	40.03	-75.59
1	40.03	-75.58
2	40.03	-75.36
1	40.03	-75.20
1	40.03	116.34
2	40.04	-88.30
1	40.04	-86.49
1	40.04	-75.58
2	40.04	-75.56
1	40.04	-75.54
1	40.04	-75.53
1	40.04	-75.21
1	40.04	116.61
2	40.05	-75.57
1	40.05	-75.56
2	40.05	-75.55
1	40.05	-75.54
2	40.05	-75.53
3	40.05	-75.52
2	40.05	-75.51
1	40.05	-75.35
1	40.05	-75.23
2	40.05	-75.22
1	40.05	116.33
2	40.06	-75.49
1	40.06	-75.48
1	40.06	-75.47
1	40.06	-75.33
2	40.06	-75.32
1	40.06	-75.24
1	40.07	-122.22
1	40.07	-75.46
2	40.07	-75.45
1	40.07	-75.44
2	40.07	-75.43
1	40.07	-75.35
4	40.07	-75.34
1	40.07	-75.33
4	40.07	-75.31
4	40.07	-75.30
1	40.07	-75.29
1	40.07	-75.24
1	40.07	116.31
1	40.07	116.61
1	40.08	-86.50
2	40.08	-75.41
1	40.08	-75.40
1	40.08	-75.38
2	40.08	-75.37
1	40.08	-75.36
1	40.08	-75.32
3	40.08	-75.29
1	40.08	-75.28
1	40.08	-75.26
3	40.08	-75.25
1	40.09	-88.30
1	40.09	-75.42
1	40.09	-75.41
1	40.09	-75.31
3	40.09	-75.29
1	40.09	-75.27
1	40.09	116.30
1	40.10	-75.41
1	40.10	-75.38
1	40.10	-75.34
3	40.10	-75.30
2	40.10	-75.29
1	40.11	-122.22
