60 90 180
60 -190 -180
21	-14	-72
1	-13	-72
26	-12	-77
10	-4	-73
71	1	104
90	13	78
4	14	76
10	14	77
2	19	74
1	30	-98
2	30	-96
1	30	-95
4	31	-98
26	31	-97
1	31	122
46	32	-97
5	33	-117
181	33	-97
37	33	-96
16	33	-95
18	33	-94
362	34	-119
1087	34	-118
11	34	-94
10	34	-93
3	34	-84
15	34	135
34	35	-119
29	35	-107
5	35	-106
12	35	-90
14	35	135
37	35	136
1	36	-122
37	36	-120
21	36	-106
17	36	-90
73	36	-79
112	36	139
200	36	140
1312	37	-122
36	37	-121
1	37	-120
9	37	-90
14	37	-89
8	37	126
2	37	127
46	38	-123
1047	38	-122
24	38	-121
6	38	-120
28	38	-89
148	38	127
43	39	-122
57	39	-121
88	39	-120
3	39	-106
24	39	-89
10	39	-88
45	39	-77
62	39	-76
11	39	-75
20	40	-122
1	40	-120
1	40	-119
4	40	-118
21	40	-106
29	40	-105
26	40	-88
17	40	-87
41	40	-86
28	40	-85
35	40	-84
34	40	-83
2	40	-80
163	40	-76
154	40	-75
10	40	-74
77	40	116
5	40	117
31	41	-122
5	41	-118
6	41	-117
12	41	-116
4	41	-115
8	41	-91
30	41	-90
17	41	-89
30	41	-88
27	41	-87
273	41	-74
38	41	-73
10	41	-72
9	41	116
11	42	-123
3	42	-122
3	42	-115
25	42	-89
707	42	-88
57	42	-87
21	42	-86
18	42	-84
11	42	-83
44	42	-73
52	42	-72
378	42	-71
2	42	-70
4	43	-114
40	43	-89
16	43	-88
27	43	-84
20	43	-74
33	43	-71
21	44	-90
1	45	-123
5	45	-113
3	45	-74
11	46	-123
12	46	-113
19	46	-74
34	46	6
24	47	-123
29	47	-122
23	47	-121
14	47	-120
11	47	-119
9	47	-118
3	47	-115
5	47	-114
2	47	-113
13	47	-2
15	47	7
7	47	19
13	48	-123
39	48	-122
7	48	-118
25	48	-117
1	48	-116
3	48	12
10	48	14
3	48	19
1	49	-126
2	49	-125
7	49	-124
201	49	-123
6	49	-122
2	50	-124
20	50	-123
17	50	9
90	51	-1
16	51	0
106	51	-0
8	51	7
6	51	8
1	52	-1
14	52	0
82	52	-0
9	53	13
31	55	9
59	55	10
53	55	11
33	55	12
11	55	15
13	56	-4
2	56	9
7	56	10
317	56	12
136	56	13
4	56	14
9	57	14
7	58	14
12	58	15
8	59	18
26	60	19
51	60	20
26	60	21
106	60	22
70	60	23
49	60	24
1342	60	25
31	60	26
8	60	27
5	61	21
57	61	22
57	61	23
645	61	24
105	61	25
20	61	26
25	61	27
10	61	28
13	61	29
4	62	22
48	62	23
225	62	24
42	62	25
121	62	26
21	62	27
3	62	28
11	62	29
4	62	30
5	63	24
3	63	25
38	63	26
4	63	29
80	63	30
1	63	31
1	64	23
2	64	24
31	64	26
114	65	25
45	65	26
4	65	28
4	66	24
68	66	25
20	66	26
8	66	28
12	66	29
5	67	24
20	67	25
24	67	26
9	67	27
11	67	28
4	67	29
1	68	22
2	68	23
1	68	24
11	68	25
6	68	27
1	68	28
8	69	20
9	69	21
3	69	22
3	69	28
